ORDEM,MUNICIPIO,NOME_PREFEITO,TELEFONE_WHATSAPP,VALOR_POTENCIAL,LINK_LANDING_PAGE,MENSAGEM_WHATSAPP
177,Estrela do Norte,,,R$ 1.565.443,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Estrela do Norte,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 1.565.443* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
178,Estrela DOeste,,,R$ 3.749.974,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Estrela DOeste,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 3.749.974* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
179,Euclides da Cunha Paulista,,,R$ 2.516.236,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Euclides da Cunha Paulista,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 2.516.236* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
180,Fartura,,,R$ 5.588.133,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Fartura,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 5.588.133* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
181,Fernando Prestes,,,R$ 1.257.872,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Fernando Prestes,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 1.257.872* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
182,Fernandópolis,,,R$ 18.554.904,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Fernandópolis,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 18.554.904* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
183,Fernão,,,R$ 889.414,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Fernão,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 889.414* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
184,Ferraz de Vasconcelos,,,R$ 68.540.092,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Ferraz de Vasconcelos,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 68.540.092* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
185,Flora Rica,,,R$ 1.481.637,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Flora Rica,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 1.481.637* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
186,Floreal,,,R$ 1.041.186,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Floreal,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 1.041.186* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
187,Flórida Paulista,,,R$ 3.318.325,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Flórida Paulista,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 3.318.325* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
188,Florínea,,,R$ 806.731,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Florínea,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 806.731* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
189,Franca,,,R$ 85.538.921,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Franca,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 85.538.921* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
190,Francisco Morato,,,R$ 74.116.684,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Francisco Morato,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 74.116.684* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
191,Franco da Rocha,,,R$ 52.316.215,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Franco da Rocha,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 52.316.215* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
192,Gabriel Monteiro,,,R$ 1.263.769,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Gabriel Monteiro,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 1.263.769* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
193,Gália,,,R$ 2.544.500,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Gália,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 2.544.500* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
194,Garça,,,R$ 6.749.187,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Garça,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 6.749.187* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
195,Gastão Vidigal,,,R$ 1.179.501,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Gastão Vidigal,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 1.179.501* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
196,Gavião Peixoto,,,R$ 2.154.412,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Gavião Peixoto,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 2.154.412* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
197,General Salgado,,,R$ 5.136.190,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de General Salgado,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 5.136.190* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
198,Getulina,,,R$ 3.042.423,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Getulina,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 3.042.423* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
199,Glicério,,,R$ 2.072.246,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Glicério,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 2.072.246* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
200,Guaiçara,,,R$ 3.954.091,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Guaiçara,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 3.954.091* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
201,Guaimbê,,,R$ 1.399.745,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Guaimbê,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 1.399.745* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
202,Guaíra,,,R$ 10.185.542,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Guaíra,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 10.185.542* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
203,Guapiaçu,,,R$ 11.564.746,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Guapiaçu,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 11.564.746* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
204,Guapiara,,,R$ 8.556.238,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Guapiara,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 8.556.238* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
205,Guará,,,R$ 8.241.291,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Guará,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 8.241.291* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
206,Guaraçaí,,,R$ 2.033.909,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Guaraçaí,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 2.033.909* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
207,Guaraci,,,R$ 5.263.344,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Guaraci,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 5.263.344* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
208,Guarani DOeste,,,R$ 1.171.196,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Guarani DOeste,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 1.171.196* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
209,Guarantã,,,R$ 2.314.926,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Guarantã,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 2.314.926* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
